step,time,nu_inner,nu_outer
110,0.01330157049654397,1.2120643229097696,0.8643614934680849
111,0.013421404464981303,1.212968053826493,0.8637187317678163
112,0.013541238433418637,1.2138660024731427,0.8630796418915516
113,0.01366107240185597,1.2147582171868658,0.8624441977806689
114,0.013780906370293304,1.215644754366691,0.8618123742855686
115,0.013900740338730637,1.216525664768045,0.8611841464319624
116,0.01402057430716797,1.2174009971222033,0.860559490202935
117,0.014140408275605304,1.2182708040171348,0.8599383818634373
118,0.014260242244042638,1.2191351330282971,0.8593207976977479
119,0.014380076212479971,1.2199940320327798,0.858706715244351
120,0.014499910180917305,1.2208475467070383,0.8580961115477757
121,0.014619744149354639,1.2216957226913263,0.8574889646067678
122,0.014739578117791972,1.2225386077204956,0.8568852526101198
123,0.014859412086229306,1.223376241741439,0.8562849540406436
124,0.01497924605466664,1.2242086703992285,0.8556880475439894
125,0.015099080023103973,1.2250359361321541,0.8550945127066184
126,0.015218913991541306,1.2258580821547314,0.8545043287557216
127,0.01533874795997864,1.2266751452088926,0.8539174754667319
128,0.015458581928415973,1.2274871705691777,0.8533339329102287
129,0.015578415896853307,1.2282941963031662,0.8527536813049328
130,0.01569824986529064,1.2290962586771577,0.8521767012310202
131,0.015818083833727972,1.229893401424524,0.851602973455589
132,0.015937917802165306,1.2306856584047858,0.8510324789707424
133,0.01605775177060264,1.2314730695065867,0.8504651989276659
134,0.016177585739039973,1.2322556701597438,0.8499011148565496
135,0.016297419707477306,1.233033494528217,0.8493402082426581
136,0.01641725367591464,1.2338065836643277,0.8487824611006796
137,0.016537087644351973,1.2345749661444239,0.8482278552765272
138,0.016656921612789307,1.2353386841923417,0.8476763731218384
139,0.01677675558122664,1.2360977634072319,0.8471279967140721
140,0.016896589549663974,1.2368522449452148,0.8465827089115623
141,0.017016423518101308,1.2376021578624101,0.8460404920257967
142,0.01713625748653864,1.2383475383295095,0.8455013293076684
143,0.017256091454975975,1.2390884164867637,0.8449652033857109
144,0.01737592542341331,1.2398248222965595,0.844432097478814
145,0.017495759391850642,1.2405567916711484,0.8439019949314905
146,0.017615593360287975,1.2412843560455864,0.8433748791493486
147,0.01773542732872531,1.2420075411903555,0.8428507334168959
148,0.017855261297162642,1.2427263813174663,0.8423295416395497
149,0.017975095265599976,1.2434409058908231,0.8418112874128973
150,0.01809492923403731,1.244151145895026,0.8412959547012827
151,0.018214763202474643,1.2448571288582855,0.8407835276464017
152,0.018334597170911977,1.2455588862853644,0.8402739901084945
153,0.01845443113934931,1.246256443063214,0.8397673263122548
154,0.018574265107786644,1.2469498326836377,0.8392635208068329
155,0.018694099076223977,1.2476390797771697,0.8387625578677157
156,0.01881393304466131,1.2483242121577045,0.8382644218597352
157,0.018933767013098644,1.2490052586087053,0.8377690976404834
158,0.019053600981535978,1.2496822477561764,0.8372765698945476
159,0.01917343494997331,1.250355204934503,0.8367868233294167
160,0.019293268918410645,1.2510241546874523,0.8362998428939059
161,0.01941310288684798,1.2516891281955915,0.8358156136576141
162,0.019532936855285312,1.2523501477853805,0.8353341206330355
163,0.019652770823722646,1.2530072433604553,0.8348553489861597
164,0.01977260479215998,1.253660436325661,0.834379283958169
165,0.019892438760597313,1.254309755539574,0.8339059108476576
166,0.020012272729034646,1.2549552240315984,0.8334352150382158
167,0.02013210669747198,1.2555968675786595,0.8329671821926686
168,0.020251940665909313,1.2562347117169268,0.8325017976357689
169,0.020371774634346647,1.2568687804948855,0.8320390471612937
170,0.02049160860278398,1.2574990977115381,0.831578916469316
171,0.020611442571221314,1.25812568774372,0.8311213913996005
172,0.020731276539658648,1.2587485735297714,0.8306664577114832
173,0.02085111050809598,1.2593677825024878,0.8302141014556194
174,0.020970944476533315,1.2599833321503078,0.8297643085297453
175,0.021090778444970648,1.2605952517314785,0.8293170652531862
176,0.02121061241340798,1.2612035607892331,0.828872357540471
177,0.021330446381845315,1.2618082825394161,0.8284301716578337
178,0.02145028035028265,1.2624094407468611,0.827990493983573
179,0.021570114318719982,1.263007056480061,0.8275533109073101
180,0.021689948287157316,1.2636011523634472,0.8271186087473975
181,0.02180978225559465,1.2641917532001736,0.8266863741267034
182,0.021929616224031983,1.2647788783068725,0.8262565935122678
183,0.022049450192469316,1.2653625484507964,0.8258292535228314
184,0.02216928416090665,1.2659427884705614,0.8254043410360357
185,0.022289118129343984,1.266519617153237,0.8249818426134075
186,0.022408952097781317,1.2670930572039942,0.8245617452928162
187,0.02252878606621865,1.267663125575781,0.8241440355979672
188,0.022648620034655984,1.2682298513801424,0.8237287010542574
189,0.022768454003093318,1.2687932499480838,0.8233157282427711
190,0.02288828797153065,1.2693533409812379,0.8229051043763962
191,0.023008121939967985,1.2699101482821562,0.8224968166719762
192,0.02312795590840532,1.2704636894512635,0.8220908522428262
193,0.023247789876842652,1.2710139851814535,0.8216871982777989
194,0.023367623845279985,1.271561057327337,0.8212858424561452
195,0.02348745781371732,1.2721049243228977,0.8208867720022744
196,0.023607291782154653,1.272645603460684,0.8204899741312892
197,0.023727125750591986,1.2731831182911733,0.820095436678915
198,0.02384695971902932,1.2737174882122233,0.8197031471676337
199,0.023966793687466653,1.274248728942884,0.8193130930914496
